instant,dteday,season,mnth,holiday,weekday,workingday,weathersit,windspeed,casual,registered,cnt,temp °C,atemp °C,hum %,year
464,2012-04-08,spring,4,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",15.583931999999999,2230,2939,5169,15.5,16.50005,27.5833,2012
465,2012-04-09,spring,4,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",23.999132,905,4680,5585,14.990849,15.458108,31.75,2012
466,2012-04-10,spring,4,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",16.708125000000003,819,5099,5918,12.993348999999998,12.791377999999998,43.5,2012
467,2012-04-11,spring,4,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",19.783358,482,4380,4862,8.388712000000002,6.260084000000003,46.9565,2012
468,2012-04-12,spring,4,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",19.458743,663,4746,5409,10.682500000000001,9.581864,46.625,2012
469,2012-04-13,spring,4,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.416557,1252,5146,6398,12.7975,12.499328000000002,40.8333,2012
470,2012-04-14,spring,4,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.791439,2795,4665,7460,15.265,16.207735999999997,50.29169999999999,2012
471,2012-04-15,spring,4,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",15.083643,2846,4286,7132,20.513348999999998,21.875750000000004,50.79169999999999,2012
472,2012-04-16,spring,4,1,Monday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",19.083543,1198,5172,6370,23.215849,24.585050000000003,56.166700000000006,2012
473,2012-04-17,spring,4,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",18.333143,989,5702,6691,20.591651,23.500141999999997,39.0417,2012
474,2012-04-18,spring,4,0,Wednesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",11.250104,347,4020,4367,13.776651000000001,14.164508000000001,56.9167,2012
475,2012-04-19,spring,4,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.417256399999999,846,5719,6565,15.421651,16.541036,61.25000000000001,2012
476,2012-04-20,spring,4,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.041357,1340,5950,7290,16.753349,18.041150000000002,69.4583,2012
477,2012-04-21,spring,4,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",19.000328999999997,2541,4083,6624,18.79,19.832786,68.2917,2012
478,2012-04-22,spring,4,0,Sunday,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",23.084582,120,907,1027,10.643349,9.707264000000002,83.54169999999999,2012
479,2012-04-23,spring,4,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",20.334232,195,3019,3214,7.1183489999999985,3.87425,76.66669999999999,2012
480,2012-04-24,spring,4,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",16.708661,518,5115,5633,11.426651,10.748678000000002,45.4167,2012
481,2012-04-25,spring,4,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.959064,655,5541,6196,14.403348999999999,15.040921999999998,42.7917,2012
482,2012-04-26,spring,4,0,Thursday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",11.833875,475,4551,5026,15.421651,15.916477999999998,75.66669999999999,2012
483,2012-04-27,spring,4,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",23.291411,1014,5219,6233,13.502500000000001,13.874042,40.0833,2012
484,2012-04-28,spring,4,0,Saturday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",8.708325,1120,3100,4220,9.703349,8.915264,48.9583,2012
485,2012-04-29,spring,4,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.8328359999999995,2229,4075,6304,13.541650999999998,13.707985999999998,58.7083,2012
486,2012-04-30,spring,4,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",11.499746,665,4907,5572,13.815849,14.207936,56.99999999999999,2012
487,2012-05-01,spring,5,0,Tuesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",10.458432,653,5087,5740,20.826651000000002,22.083385999999997,65.95830000000001,2012
488,2012-05-02,spring,5,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.249885999999998,667,5502,6169,18.515849,19.501136000000002,79.7083,2012
489,2012-05-03,spring,5,0,Thursday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",8.957632,764,5657,6421,18.320000000000004,19.457971999999998,76.83330000000001,2012
490,2012-05-04,spring,5,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.916846,1069,5227,6296,21.492499999999996,23.000522000000004,73.54169999999999,2012
491,2012-05-05,spring,5,0,Saturday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",10.250464,2496,4387,6883,21.218349,22.584128,75.66669999999999,2012
492,2012-05-06,spring,5,0,Sunday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",10.041893,2135,4224,6359,18.4375,20.084642000000002,74.0,2012
493,2012-05-07,spring,5,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",15.458307000000001,1008,5265,6273,17.2625,18.791372000000003,66.41669999999999,2012
494,2012-05-08,spring,5,0,Tuesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",19.833942999999998,738,4990,5728,19.338349,20.793086000000002,68.58330000000001,2012
495,2012-05-09,spring,5,0,Wednesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",14.499604,620,4097,4717,19.025,20.499650000000003,74.4167,2012
496,2012-05-10,spring,5,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",21.042220999999998,1026,5546,6572,15.774151,16.457678,55.2083,2012
497,2012-05-11,spring,5,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",15.874779,1319,5711,7030,17.066650999999997,18.374978,36.0417,2012
498,2012-05-12,spring,5,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.249911,2622,4807,7429,18.515849,19.957921999999996,48.0417,2012
499,2012-05-13,spring,5,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",15.082839,2172,3946,6118,20.7875,22.625708000000003,57.62500000000001,2012
500,2012-05-14,spring,5,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",14.250364,342,2501,2843,18.946651,20.293400000000005,78.95830000000001,2012
501,2012-05-15,spring,5,0,Tuesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",9.875264,625,4490,5115,20.748348999999997,22.042664000000002,79.45830000000001,2012
502,2012-05-16,spring,5,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.208304,991,6433,7424,21.923348999999998,23.33435,69.7917,2012
503,2012-05-17,spring,5,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",15.374825000000001,1242,6142,7384,19.886651,21.792458000000003,52.0,2012
504,2012-05-18,spring,5,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.166739,1521,6118,7639,18.515849,20.373985999999995,52.33330000000001,2012
505,2012-05-19,spring,5,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",5.626325,3410,4884,8294,20.2,21.415928,45.625,2012
506,2012-05-20,spring,5,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",17.042589,2704,4425,7129,21.179150999999997,22.541822000000003,53.041700000000006,2012
507,2012-05-21,spring,5,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",15.624668,630,3729,4359,20.121651,21.334022000000004,81.125,2012
508,2012-05-22,spring,5,0,Tuesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",7.917189,819,5254,6073,20.905,22.334450000000004,76.5833,2012
509,2012-05-23,spring,5,0,Wednesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",6.834,766,4494,5260,21.218349,22.584392,77.45830000000001,2012
510,2012-05-24,spring,5,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.584031999999999,1059,5711,6770,22.785,24.0422,71.6667,2012
511,2012-05-25,spring,5,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.41685,1417,5317,6734,23.96,25.416914,74.70830000000001,2012
512,2012-05-26,spring,5,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.332464,2855,3681,6536,24.5475,26.417936000000005,73.25,2012
513,2012-05-27,spring,5,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",14.416457,3283,3308,6591,24.43,26.334050000000005,69.7083,2012
514,2012-05-28,spring,5,1,Monday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.166907,2557,3486,6043,25.487500000000004,28.833800000000004,67.625,2012
515,2012-05-29,spring,5,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",19.7918,880,4863,5743,25.957500000000003,28.417472000000004,68.45830000000001,2012
516,2012-05-30,spring,5,0,Wednesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",9.000043,745,6110,6855,22.863349,24.334514,67.0,2012
517,2012-05-31,spring,5,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.083693,1100,6238,7338,23.96,25.667714000000004,49.2917,2012
518,2012-06-01,spring,6,0,Friday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",15.916720999999999,533,3594,4127,22.745849000000003,24.125492,75.5417,2012
519,2012-06-02,spring,6,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.499654,2795,5325,8120,19.416650999999998,21.375008,54.9167,2012
520,2012-06-03,spring,6,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.333829,2494,5147,7641,20.317500000000003,21.958778000000002,49.3333,2012
521,2012-06-04,spring,6,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",19.083811,1071,5927,6998,20.082500000000003,22.166677999999997,48.7083,2012
522,2012-06-05,spring,6,0,Tuesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",14.041525,968,6033,7001,17.419151,18.708872,61.3333,2012
523,2012-06-06,spring,6,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",5.167375,1027,6028,7055,18.045848999999997,19.791272,61.12499999999999,2012
524,2012-06-07,spring,6,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.542449999999999,1038,6456,7494,20.317500000000003,21.583171999999998,56.7083,2012
525,2012-06-08,spring,6,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.750661000000001,1488,6248,7736,22.510849000000004,23.458892,46.791700000000006,2012
526,2012-06-09,spring,6,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.667229,2708,4790,7498,25.409151,26.792222000000002,43.7083,2012
527,2012-06-10,spring,6,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.959307,2224,4374,6598,26.153349,27.792122,53.833299999999994,2012
528,2012-06-11,spring,6,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",13.916771,1017,5647,6664,25.879151,27.541586000000002,58.791700000000006,2012
529,2012-06-12,spring,6,0,Tuesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",14.374581999999998,477,4495,4972,22.706651,23.45975,83.3333,2012
530,2012-06-13,spring,6,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",22.999693,1173,6248,7421,22.824151,24.333722,58.2083,2012
531,2012-06-14,spring,6,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",17.000111,1180,6183,7363,22.471651,25.209278000000005,56.958299999999994,2012
532,2012-06-15,spring,6,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.833339,1563,6102,7665,22.040849,23.583764000000002,58.958299999999994,2012
533,2012-06-16,spring,6,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.166689,2963,4739,7702,21.688349,23.250728000000002,50.416700000000006,2012
534,2012-06-17,spring,6,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.708568,2634,4344,6978,19.8475,21.750349999999997,59.875,2012
535,2012-06-18,spring,6,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",11.707982000000001,653,4446,5099,18.711651,19.959572,77.79169999999999,2012
536,2012-06-19,spring,6,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.917139,968,5857,6825,24.351650999999997,27.209672000000005,69.0,2012
537,2012-06-20,spring,6,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.625404,872,5339,6211,28.777499999999996,31.58435,59.2083,2012
538,2012-06-21,summer,6,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.958729,778,5127,5905,29.874150999999998,33.667772,56.7917,2012
539,2012-06-22,summer,6,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.250414000000001,964,4859,5823,28.542499999999997,31.791986,57.375,2012
540,2012-06-23,summer,6,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.041307,2657,4801,7458,26.388348999999998,27.084272000000006,53.4583,2012
541,2012-06-24,summer,6,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.750174999999999,2551,4340,6891,26.936650999999998,28.500764000000004,47.9167,2012
542,2012-06-25,summer,6,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",20.125661,1139,5640,6779,25.644151,27.166772,50.416700000000006,2012
543,2012-06-26,summer,6,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",23.292014,1077,6365,7442,21.649151,23.250464,37.3333,2012
544,2012-06-27,summer,6,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",18.208925,1077,6258,7335,24.7825,26.292272000000004,36.0,2012
545,2012-06-28,summer,6,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.50055,921,5958,6879,27.210849000000003,28.583792000000003,42.25,2012
546,2012-06-29,summer,6,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.082939000000001,829,4634,5463,31.205849,35.916458,48.875,2012
547,2012-06-30,summer,6,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.791756999999999,1455,4232,5687,27.955,29.375528000000003,60.12499999999999,2012
548,2012-07-01,summer,7,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.291443000000001,1421,4110,5531,30.344151000000004,33.541514,51.87500000000001,2012
549,2012-07-02,summer,7,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.082889,904,5323,6227,28.738349,30.334508000000007,44.7083,2012
550,2012-07-03,summer,7,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.457878999999998,1052,5608,6660,28.699151,30.374899999999997,49.2083,2012
551,2012-07-04,summer,7,1,Wednesday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.041649999999999,2562,4841,7403,29.090849,32.334242,53.87499999999999,2012
552,2012-07-05,summer,7,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.999943,1405,4836,6241,30.8925,34.250222,45.7917,2012
553,2012-07-06,summer,7,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.791514,1366,4841,6207,30.931651000000002,33.667178,45.0833,2012
554,2012-07-07,summer,7,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.958118,1448,3392,4840,32.498349,37.124258,49.2083,2012
555,2012-07-08,summer,7,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.417143,1203,3469,4672,30.6575,36.166136,57.375,2012
556,2012-07-09,summer,7,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",12.125325,998,5571,6569,25.409151,27.167564,68.3333,2012
557,2012-07-10,summer,7,0,Tuesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",10.166379000000001,954,5336,6290,25.879151,27.876536,66.75,2012
558,2012-07-11,summer,7,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.166111,975,6289,7264,25.683349,26.917886000000003,63.3333,2012
559,2012-07-12,summer,7,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.833924999999999,1032,6414,7446,25.644151,27.209077999999998,52.9583,2012
560,2012-07-13,summer,7,0,Friday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",5.41695,1511,5988,7499,26.388348999999998,28.083578000000003,48.5833,2012
561,2012-07-14,summer,7,0,Saturday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",9.626493,2355,4614,6969,25.056651000000002,27.958772000000003,69.91669999999999,2012
562,2012-07-15,summer,7,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.166689,1920,4111,6031,27.054150999999997,30.542936000000005,71.7917,2012
563,2012-07-16,summer,7,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.000529,1088,5742,6830,27.876651000000003,31.792250000000003,64.5,2012
564,2012-07-17,summer,7,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.666743,921,5865,6786,30.461650999999996,33.875078,50.583299999999994,2012
565,2012-07-18,summer,7,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.208614,799,4914,5713,29.286651,33.208478,57.7083,2012
566,2012-07-19,summer,7,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.083743,888,5703,6591,28.189999999999998,31.166372000000003,60.0417,2012
567,2012-07-20,summer,7,0,Friday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",14.000789000000001,747,5123,5870,23.294151,24.459650000000003,84.4167,2012
568,2012-07-21,summer,7,0,Saturday,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",14.2911,1264,3195,4459,20.004150999999997,20.294191999999995,86.5417,2012
569,2012-07-22,summer,7,0,Sunday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",6.2926936,2544,4866,7410,23.3725,25.126250000000006,76.25,2012
570,2012-07-23,summer,7,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.291761,1135,5831,6966,26.858348999999997,29.541122,69.41669999999999,2012
571,2012-07-24,summer,7,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",14.167418,1140,6452,7592,27.289150999999997,30.625700000000002,65.5,2012
572,2012-07-25,summer,7,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.0416,1383,6790,8173,26.035849,27.167564,45.0,2012
573,2012-07-26,summer,7,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",19.082470999999998,1036,5825,6861,28.503349,32.791358,59.66669999999999,2012
574,2012-07-27,summer,7,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.250464,1259,5645,6904,28.738349,32.458322,59.458299999999994,2012
575,2012-07-28,summer,7,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.542449999999999,2234,4451,6685,27.524150999999996,30.041863999999997,61.3333,2012
576,2012-07-29,summer,7,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.416532,2153,4444,6597,25.918349,28.083578000000003,62.375,2012
577,2012-07-30,summer,7,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.292339,1040,6065,7105,26.349151,29.209142,66.875,2012
578,2012-07-31,summer,7,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.083475,968,6248,7216,25.526651,27.751136000000002,70.41669999999999,2012
579,2012-08-01,summer,8,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.458993,1074,6506,7580,25.722500000000004,28.042327999999998,67.75,2012
580,2012-08-02,summer,8,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.666718,983,6278,7261,27.3675,30.667808,65.95830000000001,2012
581,2012-08-03,summer,8,0,Friday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",14.458064,1328,5847,7175,27.994151000000002,31.709222000000004,64.25,2012
582,2012-08-04,summer,8,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",17.249686,2345,4479,6824,29.286651,33.583622,61.3333,2012
583,2012-08-05,summer,8,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",19.458206999999998,1707,3757,5464,28.150849,32.251214000000004,65.25,2012
584,2012-08-06,summer,8,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",8.666718,1233,5780,7013,27.3675,30.876236000000006,65.4167,2012
585,2012-08-07,summer,8,0,Tuesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",7.8328359999999995,1278,5995,7273,26.584151,30.042986000000006,70.375,2012
586,2012-08-08,summer,8,0,Wednesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",7.4169,1263,6271,7534,27.25,30.709322,67.29169999999999,2012
587,2012-08-09,summer,8,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.458699999999999,1196,6090,7286,27.524150999999996,30.167528000000004,62.0417,2012
588,2012-08-10,summer,8,0,Friday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",16.000471,1065,4721,5786,25.644151,28.084172000000002,71.58330000000001,2012
589,2012-08-11,summer,8,0,Saturday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",13.834093,2247,4052,6299,24.5475,26.125622,73.2917,2012
590,2012-08-12,summer,8,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.208304,2182,4362,6544,24.939151000000003,26.542214,53.041700000000006,2012
591,2012-08-13,summer,8,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.126204,1207,5676,6883,25.879151,27.708764000000002,54.541700000000006,2012
592,2012-08-14,summer,8,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.333586,1128,5656,6784,26.153349,28.667414,68.6667,2012
593,2012-08-15,summer,8,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.374657000000001,1198,6149,7347,25.213349,27.166441999999996,61.9583,2012
594,2012-08-16,summer,8,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.500332,1338,6267,7605,25.800849,27.209408000000003,51.916700000000006,2012
595,2012-08-17,summer,8,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",15.500718,1483,5665,7148,25.996651,-0.0015999999999998238,57.0833,2012
596,2012-08-18,summer,8,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.917089,2827,5038,7865,23.881650999999998,24.792686000000003,60.3333,2012
597,2012-08-19,summer,8,0,Sunday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",5.79215,1208,3341,4549,21.884151,23.834564,71.1667,2012
598,2012-08-20,summer,8,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",8.708593,1026,5504,6530,21.884151,23.333822000000005,73.4167,2012
599,2012-08-21,summer,8,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.8756436,1081,5925,7006,22.510849000000004,23.667650000000002,67.375,2012
600,2012-08-22,summer,8,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.708981100000001,1094,6281,7375,23.3725,25.042364,67.7083,2012
601,2012-08-23,summer,8,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",5.6679186,1363,6402,7765,24.704151000000003,26.042528000000004,63.5833,2012
602,2012-08-24,summer,8,0,Friday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",4.8337686,1325,6257,7582,25.0175,26.708600000000004,61.5,2012
603,2012-08-25,summer,8,0,Saturday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",16.375336,1829,4224,6053,23.098349,24.833936,71.2917,2012
604,2012-08-26,summer,8,0,Sunday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",15.333486,1483,3772,5255,22.706651,23.335735999999997,84.5833,2012
605,2012-08-27,summer,8,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.625110999999999,989,5928,6917,25.056651000000002,27.209408000000003,73.04169999999999,2012
606,2012-08-28,summer,8,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.791975,935,6105,7040,26.231651,27.9593,62.0,2012
607,2012-08-29,summer,8,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.541653999999999,1177,6520,7697,24.195,25.958377999999996,55.2083,2012
608,2012-08-30,summer,8,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",5.1668189,1172,6541,7713,25.213349,27.083413999999998,59.0417,2012
609,2012-08-31,summer,8,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.291711,1433,5917,7350,27.915849,29.5004,58.75,2012
610,2012-09-01,summer,9,0,Saturday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",7.5835289999999995,2352,3788,6140,27.406651000000004,30.375163999999998,63.8333,2012
611,2012-09-02,summer,9,0,Sunday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",4.2927436,2613,3197,5810,24.743349000000002,26.834000000000003,81.5,2012
612,2012-09-03,summer,9,1,Monday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.125107,1965,4069,6034,25.252499999999998,27.667514000000004,79.0833,2012
613,2012-09-04,summer,9,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",15.833507,867,5997,6864,26.114151,29.334608000000003,75.5,2012
614,2012-09-05,summer,9,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.583136,832,6280,7112,26.623348999999997,30.792878,74.125,2012
615,2012-09-06,summer,9,0,Thursday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",9.542207,611,5592,6203,24.743349000000002,27.251714000000007,81.0417,2012
616,2012-09-07,summer,9,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.500282,1045,6459,7504,25.056651000000002,27.375464,73.625,2012
617,2012-09-08,summer,9,0,Saturday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",18.833968000000002,1557,4419,5976,22.980849,24.333986000000003,79.91669999999999,2012
618,2012-09-09,summer,9,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",15.041232,2570,5657,8227,20.669999999999998,22.209050000000005,54.75,2012
619,2012-09-10,summer,9,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",17.333771000000002,1118,6407,7525,19.416650999999998,21.333163999999996,50.375,2012
620,2012-09-11,summer,9,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",6.1676314,1070,6697,7767,19.142500000000002,20.583272,52.0,2012
